證券代碼,年月日,本益比-TSE
1216 統一,2015/07/29,26.75
1217 愛之味,2015/07/29,0
1218 泰山,2015/07/29,117
1219 福壽,2015/07/29,41.81
1220 台榮,2015/07/29,57.59
1225 福懋油,2015/07/29,116.58
1227 佳格,2015/07/29,27.22
1229 聯華,2015/07/29,13.37
1231 聯華食,2015/07/29,16.08
1232 大統益,2015/07/29,12.18
1233 天仁,2015/07/29,18.42
1234 黑松,2015/07/29,28.81
1235 興泰,2015/07/29,41.22
1236 宏亞,2015/07/29,11.39
1256 鮮活果汁-KY,2015/07/29,15.89
1702 南僑,2015/07/29,16.22
1737 臺鹽,2015/07/29,24.73
910322 康師傅-DR,2015/07/29,0
911616 杜康-DR,2015/07/29,0
1201 味全,2015/07/28,0
1203 味王,2015/07/28,17.46
1210 大成,2015/07/28,14.96
1213 大飲,2015/07/28,50.95
1215 卜蜂,2015/07/28,7.9
1216 統一,2015/07/28,26.99
1217 愛之味,2015/07/28,0
1218 泰山,2015/07/28,117
1219 福壽,2015/07/28,42.22
1220 台榮,2015/07/28,58.35
1225 福懋油,2015/07/28,116.58
1227 佳格,2015/07/28,25.88
1229 聯華,2015/07/28,13.4
1231 聯華食,2015/07/28,15.93
1232 大統益,2015/07/28,12.09
1233 天仁,2015/07/28,18.4
1234 黑松,2015/07/28,30.4
1235 興泰,2015/07/28,41.56
1236 宏亞,2015/07/28,11.64
1256 鮮活果汁-KY,2015/07/28,15.95
1702 南僑,2015/07/28,16.14
1737 臺鹽,2015/07/28,24.57
910322 康師傅-DR,2015/07/28,0
911616 杜康-DR,2015/07/28,0
1201 味全,2015/07/27,0
1203 味王,2015/07/27,17.46
1210 大成,2015/07/27,15.11
1213 大飲,2015/07/27,50.41
1215 卜蜂,2015/07/27,7.94
1216 統一,2015/07/27,26.46
1217 愛之味,2015/07/27,0
1218 泰山,2015/07/27,115
1219 福壽,2015/07/27,41.81
1220 台榮,2015/07/27,58.24
1225 福懋油,2015/07/27,116.84
1227 佳格,2015/07/27,26.02
1229 聯華,2015/07/27,13.49
1231 聯華食,2015/07/27,15.73
1232 大統益,2015/07/27,12.02
1233 天仁,2015/07/27,17.98
1234 黑松,2015/07/27,30.44
1235 興泰,2015/07/27,41.56
1236 宏亞,2015/07/27,11.34
1256 鮮活果汁-KY,2015/07/27,16.37
1702 南僑,2015/07/27,16
1737 臺鹽,2015/07/27,24.68
910322 康師傅-DR,2015/07/27,0
911616 杜康-DR,2015/07/27,0
1201 味全,2015/07/24,0
1203 味王,2015/07/24,17.5
1210 大成,2015/07/24,15.39
1213 大飲,2015/07/24,51.35
1215 卜蜂,2015/07/24,8.06
1216 統一,2015/07/24,27.04
1217 愛之味,2015/07/24,0
1218 泰山,2015/07/24,120
1219 福壽,2015/07/24,41.67
1220 台榮,2015/07/24,58.53
1225 福懋油,2015/07/24,118.42
1227 佳格,2015/07/24,27.02
1229 聯華,2015/07/24,13.65
1231 聯華食,2015/07/24,15.88
1232 大統益,2015/07/24,12.13
1233 天仁,2015/07/24,18.33
1234 黑松,2015/07/24,30.44
1235 興泰,2015/07/24,41.67
1236 宏亞,2015/07/24,11.54
1256 鮮活果汁-KY,2015/07/24,16.47
1702 南僑,2015/07/24,16.53
1737 臺鹽,2015/07/24,25
910322 康師傅-DR,2015/07/24,0
911616 杜康-DR,2015/07/24,0
1201 味全,2015/07/23,0
1203 味王,2015/07/23,17.46
1210 大成,2015/07/23,15.71
1213 大飲,2015/07/23,51.89
1215 卜蜂,2015/07/23,8.1
1216 統一,2015/07/23,26.55
1217 愛之味,2015/07/23,0
1218 泰山,2015/07/23,120
1219 福壽,2015/07/23,41.53
1220 台榮,2015/07/23,58.12
1225 福懋油,2015/07/23,116.84
1227 佳格,2015/07/23,26.9
1229 聯華,2015/07/23,13.72
1231 聯華食,2015/07/23,15.9
1232 大統益,2015/07/23,12.16
1233 天仁,2015/07/23,18.42
1234 黑松,2015/07/23,30.71
1235 興泰,2015/07/23,41.67
1236 宏亞,2015/07/23,11.69
1256 鮮活果汁-KY,2015/07/23,16.21
1702 南僑,2015/07/23,16.51
1737 臺鹽,2015/07/23,25.48
910322 康師傅-DR,2015/07/23,0
911616 杜康-DR,2015/07/23,0
1201 味全,2015/07/22,0
1203 味王,2015/07/22,17.62
1210 大成,2015/07/22,15.67
1213 大飲,2015/07/22,51.62
1215 卜蜂,2015/07/22,8.16
1216 統一,2015/07/22,26.84
1217 愛之味,2015/07/22,0
1218 泰山,2015/07/22,121.5
1219 福壽,2015/07/22,41.25
1220 台榮,2015/07/22,58.24
1225 福懋油,2015/07/22,115.79
1227 佳格,2015/07/22,27.08
1229 聯華,2015/07/22,13.78
1231 聯華食,2015/07/22,15.48
1232 大統益,2015/07/22,12.09
1233 天仁,2015/07/22,18.4
1234 黑松,2015/07/22,30.27
1235 興泰,2015/07/22,41.67
1236 宏亞,2015/07/22,11.74
1256 鮮活果汁-KY,2015/07/22,17
1702 南僑,2015/07/22,16.72
1737 臺鹽,2015/07/22,25.43
910322 康師傅-DR,2015/07/22,0
911616 杜康-DR,2015/07/22,0
1201 味全,2015/07/21,0
1203 味王,2015/07/21,17.62
1210 大成,2015/07/21,14.89
1213 大飲,2015/07/21,50.27
1215 卜蜂,2015/07/21,8.1
1216 統一,2015/07/21,27.67
1217 愛之味,2015/07/21,0
1218 泰山,2015/07/21,122.5
1219 福壽,2015/07/21,42.08
1220 台榮,2015/07/21,58.82
1225 福懋油,2015/07/21,117.11
1227 佳格,2015/07/21,26.7
1229 聯華,2015/07/21,13.81
1231 聯華食,2015/07/21,15.58
1232 大統益,2015/07/21,12.18
1233 天仁,2015/07/21,18.33
1234 黑松,2015/07/21,30.31
1235 興泰,2015/07/21,41.89
1236 宏亞,2015/07/21,11.62
1256 鮮活果汁-KY,2015/07/21,17.63
1702 南僑,2015/07/21,16.12
1737 臺鹽,2015/07/21,25.32
910322 康師傅-DR,2015/07/21,0
911616 杜康-DR,2015/07/21,0
1201 味全,2015/07/20,0
1203 味王,2015/07/20,17.62
1210 大成,2015/07/20,14.96
1213 大飲,2015/07/20,52.3
1215 卜蜂,2015/07/20,8.03
1216 統一,2015/07/20,26.36
1217 愛之味,2015/07/20,0
1218 泰山,2015/07/20,121.5
1219 福壽,2015/07/20,41.39
1220 台榮,2015/07/20,59.41
1225 福懋油,2015/07/20,117.11
1227 佳格,2015/07/20,26.61
1229 聯華,2015/07/20,13.69
1231 聯華食,2015/07/20,15.58
1232 大統益,2015/07/20,12.09
1233 天仁,2015/07/20,18.42
1234 黑松,2015/07/20,30.44
1235 興泰,2015/07/20,41.89
1236 宏亞,2015/07/20,11.69
1256 鮮活果汁-KY,2015/07/20,17.74
1702 南僑,2015/07/20,15.59
1737 臺鹽,2015/07/20,25.43
910322 康師傅-DR,2015/07/20,0
911616 杜康-DR,2015/07/20,0
1201 味全,2015/07/17,0
1203 味王,2015/07/17,17.42
1210 大成,2015/07/17,15.07
1213 大飲,2015/07/17,52.84
1215 卜蜂,2015/07/17,8.1
1216 統一,2015/07/17,26.6
1217 愛之味,2015/07/17,0
1218 泰山,2015/07/17,122
1219 福壽,2015/07/17,41.39
1220 台榮,2015/07/17,60
1225 福懋油,2015/07/17,117.11
1227 佳格,2015/07/17,26.64
1229 聯華,2015/07/17,13.75
1231 聯華食,2015/07/17,15.58
1232 大統益,2015/07/17,12.09
1233 天仁,2015/07/17,18.44
1234 黑松,2015/07/17,30.44
1235 興泰,2015/07/17,42.11
1236 宏亞,2015/07/17,11.74
1256 鮮活果汁-KY,2015/07/17,17.95
1702 南僑,2015/07/17,15.73
1737 臺鹽,2015/07/17,25.48
910322 康師傅-DR,2015/07/17,0
911616 杜康-DR,2015/07/17,0
1201 味全,2015/07/16,0
1203 味王,2015/07/16,17.46
1210 大成,2015/07/16,15.18
1213 大飲,2015/07/16,53.38
1215 卜蜂,2015/07/16,8.15
1216 統一,2015/07/16,26.5
1217 愛之味,2015/07/16,0
1218 泰山,2015/07/16,120.5
1219 福壽,2015/07/16,41.67
1220 台榮,2015/07/16,60
1225 福懋油,2015/07/16,118.68
1227 佳格,2015/07/16,26.64
1229 聯華,2015/07/16,13.75
1231 聯華食,2015/07/16,15.58
1232 大統益,2015/07/16,12.11
1233 天仁,2015/07/16,18.42
1234 黑松,2015/07/16,30.97
1235 興泰,2015/07/16,42
1236 宏亞,2015/07/16,11.74
1256 鮮活果汁-KY,2015/07/16,17.85
1702 南僑,2015/07/16,15.69
1737 臺鹽,2015/07/16,25.38
910322 康師傅-DR,2015/07/16,0
911616 杜康-DR,2015/07/16,0
1201 味全,2015/07/15,0
1203 味王,2015/07/15,17.42
1210 大成,2015/07/15,15.04
1213 大飲,2015/07/15,54.32
1215 卜蜂,2015/07/15,8.11
1216 統一,2015/07/15,26.31
1217 愛之味,2015/07/15,0
1218 泰山,2015/07/15,120
1219 福壽,2015/07/15,41.94
1220 台榮,2015/07/15,60
1225 福懋油,2015/07/15,114.74
1227 佳格,2015/07/15,26.73
1229 聯華,2015/07/15,13.72
1231 聯華食,2015/07/15,15.53
1232 大統益,2015/07/15,12.02
1233 天仁,2015/07/15,18.64
1234 黑松,2015/07/15,30.53
1235 興泰,2015/07/15,42.67
1236 宏亞,2015/07/15,12.24
1256 鮮活果汁-KY,2015/07/15,18.27
1702 南僑,2015/07/15,15.23
1737 臺鹽,2015/07/15,25.27
910322 康師傅-DR,2015/07/15,0
911616 杜康-DR,2015/07/15,0
1201 味全,2015/07/14,0
1203 味王,2015/07/14,17.46
1210 大成,2015/07/14,15.11
1213 大飲,2015/07/14,54.46
1215 卜蜂,2015/07/14,8.19
1216 統一,2015/07/14,25.92
1217 愛之味,2015/07/14,0
1218 泰山,2015/07/14,120
1219 福壽,2015/07/14,40.69
1220 台榮,2015/07/14,60
1225 福懋油,2015/07/14,115
1227 佳格,2015/07/14,26.4
1229 聯華,2015/07/14,13.75
1231 聯華食,2015/07/14,15.7
1232 大統益,2015/07/14,12.93
1233 天仁,2015/07/14,18.6
1234 黑松,2015/07/14,30.88
1235 興泰,2015/07/14,42
1236 宏亞,2015/07/14,12.16
1256 鮮活果汁-KY,2015/07/14,18.8
1702 南僑,2015/07/14,15.3
1737 臺鹽,2015/07/14,25.32
910322 康師傅-DR,2015/07/14,0
911616 杜康-DR,2015/07/14,0
1201 味全,2015/07/13,0
1203 味王,2015/07/13,17.62
1210 大成,2015/07/13,15.25
1213 大飲,2015/07/13,54.73
1215 卜蜂,2015/07/13,8.15
1216 統一,2015/07/13,26.12
1217 愛之味,2015/07/13,0
1218 泰山,2015/07/13,120
1219 福壽,2015/07/13,41.67
1220 台榮,2015/07/13,60.59
1225 福懋油,2015/07/13,116.58
1227 佳格,2015/07/13,26.7
1229 聯華,2015/07/13,13.69
1231 聯華食,2015/07/13,15.7
1232 大統益,2015/07/13,12.81
1233 天仁,2015/07/13,19.47
1234 黑松,2015/07/13,31.15
1235 興泰,2015/07/13,42
1236 宏亞,2015/07/13,12.16
1256 鮮活果汁-KY,2015/07/13,18.32
1702 南僑,2015/07/13,15.16
1737 臺鹽,2015/07/13,25.16
910322 康師傅-DR,2015/07/13,0
911616 杜康-DR,2015/07/13,0
1201 味全,2015/07/09,0
1203 味王,2015/07/09,17.38
1210 大成,2015/07/09,15.25
1213 大飲,2015/07/09,53.65
1215 卜蜂,2015/07/09,8.06
1216 統一,2015/07/09,26.21
1217 愛之味,2015/07/09,0
1218 泰山,2015/07/09,119.5
1219 福壽,2015/07/09,41.11
1220 台榮,2015/07/09,60.59
1225 福懋油,2015/07/09,117.37
1227 佳格,2015/07/09,25.44
1229 聯華,2015/07/09,13.62
1231 聯華食,2015/07/09,15.65
1232 大統益,2015/07/09,12.81
1233 天仁,2015/07/09,19.21
1234 黑松,2015/07/09,31.15
1235 興泰,2015/07/09,41.89
1236 宏亞,2015/07/09,12.06
1256 鮮活果汁-KY,2015/07/09,20.49
1702 南僑,2015/07/09,14.84
1737 臺鹽,2015/07/09,24.89
910322 康師傅-DR,2015/07/09,0
911616 杜康-DR,2015/07/09,0
1201 味全,2015/07/08,0
1203 味王,2015/07/08,17.78
1210 大成,2015/07/08,15.39
1213 大飲,2015/07/08,54.73
1215 卜蜂,2015/07/08,8.21
1216 統一,2015/07/08,26.21
1217 愛之味,2015/07/08,0
1218 泰山,2015/07/08,119
1219 福壽,2015/07/08,41.11
1220 台榮,2015/07/08,61.18
1225 福懋油,2015/07/08,117.37
1227 佳格,2015/07/08,25.73
1229 聯華,2015/07/08,13.72
1231 聯華食,2015/07/08,15.73
1232 大統益,2015/07/08,12.93
1233 天仁,2015/07/08,19.39
1234 黑松,2015/07/08,31.11
1235 興泰,2015/07/08,43
1236 宏亞,2015/07/08,12.24
1256 鮮活果汁-KY,2015/07/08,20.59
1702 南僑,2015/07/08,15.04
1737 臺鹽,2015/07/08,25.16
910322 康師傅-DR,2015/07/08,0
911616 杜康-DR,2015/07/08,0
1201 味全,2015/07/07,0
1203 味王,2015/07/07,17.94
1210 大成,2015/07/07,15.71
1213 大飲,2015/07/07,55.41
1215 卜蜂,2015/07/07,8.29
1216 統一,2015/07/07,26.31
1217 愛之味,2015/07/07,0
1218 泰山,2015/07/07,121.5
1219 福壽,2015/07/07,41.25
1220 台榮,2015/07/07,60.88
1225 福懋油,2015/07/07,122.37
1227 佳格,2015/07/07,26.58
1229 聯華,2015/07/07,13.81
1231 聯華食,2015/07/07,16.01
1232 大統益,2015/07/07,13.01
1233 天仁,2015/07/07,19.65
1234 黑松,2015/07/07,31.46
1235 興泰,2015/07/07,43.11
1236 宏亞,2015/07/07,12.54
1256 鮮活果汁-KY,2015/07/07,21.38
1702 南僑,2015/07/07,15.54
1737 臺鹽,2015/07/07,25.86
910322 康師傅-DR,2015/07/07,0
911616 杜康-DR,2015/07/07,0
1201 味全,2015/07/06,0
1203 味王,2015/07/06,17.86
1210 大成,2015/07/06,15.78
1213 大飲,2015/07/06,56.22
1215 卜蜂,2015/07/06,8.27
1216 統一,2015/07/06,26.26
1217 愛之味,2015/07/06,0
1218 泰山,2015/07/06,121
1219 福壽,2015/07/06,41.11
1220 台榮,2015/07/06,60.59
1225 福懋油,2015/07/06,124.74
1227 佳格,2015/07/06,26.55
1229 聯華,2015/07/06,13.81
1231 聯華食,2015/07/06,15.9
1232 大統益,2015/07/06,12.98
1233 天仁,2015/07/06,19.3
1234 黑松,2015/07/06,31.15
1235 興泰,2015/07/06,43
1236 宏亞,2015/07/06,12.54
1256 鮮活果汁-KY,2015/07/06,21.22
1702 南僑,2015/07/06,15.64
1737 臺鹽,2015/07/06,26.02
910322 康師傅-DR,2015/07/06,0
911616 杜康-DR,2015/07/06,0
1201 味全,2015/07/03,0
1203 味王,2015/07/03,18.17
1210 大成,2015/07/03,15.82
1213 大飲,2015/07/03,56.49
1215 卜蜂,2015/07/03,8.35
1216 統一,2015/07/03,26.65
1217 愛之味,2015/07/03,0
1218 泰山,2015/07/03,121
1219 福壽,2015/07/03,41.11
1220 台榮,2015/07/03,60.29
1225 福懋油,2015/07/03,120
1227 佳格,2015/07/03,26.87
1229 聯華,2015/07/03,13.97
1231 聯華食,2015/07/03,16.03
1232 大統益,2015/07/03,13.04
1233 天仁,2015/07/03,19.3
1234 黑松,2015/07/03,31.95
1235 興泰,2015/07/03,43.11
1236 宏亞,2015/07/03,12.24
1256 鮮活果汁-KY,2015/07/03,21.65
1702 南僑,2015/07/03,16.1
1737 臺鹽,2015/07/03,26.24
910322 康師傅-DR,2015/07/03,0
911616 杜康-DR,2015/07/03,0
1201 味全,2015/07/02,0
1203 味王,2015/07/02,18.53
1210 大成,2015/07/02,16.03
1213 大飲,2015/07/02,56.62
1215 卜蜂,2015/07/02,8.37
1216 統一,2015/07/02,26.7
1217 愛之味,2015/07/02,0
1218 泰山,2015/07/02,122.5
1219 福壽,2015/07/02,41.25
1220 台榮,2015/07/02,60
1225 福懋油,2015/07/02,112.89
1227 佳格,2015/07/02,26.7
1229 聯華,2015/07/02,14.01
1231 聯華食,2015/07/02,16.08
1232 大統益,2015/07/02,12.99
1233 天仁,2015/07/02,19.52
1234 黑松,2015/07/02,32.12
1235 興泰,2015/07/02,42.33
1236 宏亞,2015/07/02,12.26
1256 鮮活果汁-KY,2015/07/02,22.39
1702 南僑,2015/07/02,16.29
1737 臺鹽,2015/07/02,26.08
910322 康師傅-DR,2015/07/02,0
911616 杜康-DR,2015/07/02,0
1201 味全,2015/07/01,0
1203 味王,2015/07/01,18.57
1210 大成,2015/07/01,15.99
1213 大飲,2015/07/01,57.16
1215 卜蜂,2015/07/01,8.44
1216 統一,2015/07/01,26.36
1217 愛之味,2015/07/01,0
1218 泰山,2015/07/01,120.5
1219 福壽,2015/07/01,41.25
1220 台榮,2015/07/01,60.29
1225 福懋油,2015/07/01,110.53
1227 佳格,2015/07/01,26.67
1229 聯華,2015/07/01,13.94
1231 聯華食,2015/07/01,16.18
1232 大統益,2015/07/01,12.89
1233 天仁,2015/07/01,19.54
1234 黑松,2015/07/01,32.3
1235 興泰,2015/07/01,41.78
1236 宏亞,2015/07/01,12.31
1256 鮮活果汁-KY,2015/07/01,21.65
1702 南僑,2015/07/01,16.46
1737 臺鹽,2015/07/01,25.65
910322 康師傅-DR,2015/07/01,0
911616 杜康-DR,2015/07/01,0
1201 味全,2015/06/30,0
1203 味王,2015/06/30,18.25
1210 大成,2015/06/30,15.43
1213 大飲,2015/06/30,57.16
1215 卜蜂,2015/06/30,8.39
1216 統一,2015/06/30,26.55
1217 愛之味,2015/06/30,0
1218 泰山,2015/06/30,120
1219 福壽,2015/06/30,41.39
1220 台榮,2015/06/30,60.59
1225 福懋油,2015/06/30,111.58
1227 佳格,2015/06/30,26.96
1229 聯華,2015/06/30,13.88
1231 聯華食,2015/06/30,16.08
1232 大統益,2015/06/30,12.76
1233 天仁,2015/06/30,19.39
1234 黑松,2015/06/30,32.21
1235 興泰,2015/06/30,40.78
1236 宏亞,2015/06/30,12.31
1256 鮮活果汁-KY,2015/06/30,21.22
1702 南僑,2015/06/30,16.27
1737 臺鹽,2015/06/30,25.48
910322 康師傅-DR,2015/06/30,0
911616 杜康-DR,2015/06/30,0
1201 味全,2015/06/29,0
1203 味王,2015/06/29,17.98
1210 大成,2015/06/29,15.18
1213 大飲,2015/06/29,56.76
1215 卜蜂,2015/06/29,8.4
1216 統一,2015/06/29,26.02
1217 愛之味,2015/06/29,0
1218 泰山,2015/06/29,120
1219 福壽,2015/06/29,40.83
1220 台榮,2015/06/29,60.59
1225 福懋油,2015/06/29,108.95
1227 佳格,2015/06/29,26.26
1229 聯華,2015/06/29,13.85
1231 聯華食,2015/06/29,15.98
1232 大統益,2015/06/29,12.62
1233 天仁,2015/06/29,19.32
1234 黑松,2015/06/29,32.04
1235 興泰,2015/06/29,40.56
1236 宏亞,2015/06/29,12.26
1256 鮮活果汁-KY,2015/06/29,21.54
1702 南僑,2015/06/29,16.14
1737 臺鹽,2015/06/29,25.48
910322 康師傅-DR,2015/06/29,0
911616 杜康-DR,2015/06/29,0
1201 味全,2015/06/26,0
1203 味王,2015/06/26,18.13
1210 大成,2015/06/26,15.53
1213 大飲,2015/06/26,57.84
1215 卜蜂,2015/06/26,8.24
1216 統一,2015/06/26,26.12
1217 愛之味,2015/06/26,0
1218 泰山,2015/06/26,121
1219 福壽,2015/06/26,40.97
1220 台榮,2015/06/26,60.88
1225 福懋油,2015/06/26,109.21
1227 佳格,2015/06/26,25.73
1229 聯華,2015/06/26,13.91
1231 聯華食,2015/06/26,16.13
1232 大統益,2015/06/26,12.76
1233 天仁,2015/06/26,19.56
1234 黑松,2015/06/26,32.17
1235 興泰,2015/06/26,40.78
1236 宏亞,2015/06/26,12.44
1256 鮮活果汁-KY,2015/06/26,20.7
1702 南僑,2015/06/26,16.31
1737 臺鹽,2015/06/26,25.38
910322 康師傅-DR,2015/06/26,0
911616 杜康-DR,2015/06/26,0
1201 味全,2015/06/25,0
1203 味王,2015/06/25,18.06
1210 大成,2015/06/25,15.46
1213 大飲,2015/06/25,57.57
1215 卜蜂,2015/06/25,8.18
1216 統一,2015/06/25,26.21
1217 愛之味,2015/06/25,0
1218 泰山,2015/06/25,122
1219 福壽,2015/06/25,40.42
1220 台榮,2015/06/25,60.88
1225 福懋油,2015/06/25,107.89
1227 佳格,2015/06/25,25.03
1229 聯華,2015/06/25,14.01
1231 聯華食,2015/06/25,15.98
1232 大統益,2015/06/25,12.74
1233 天仁,2015/06/25,19.5
1234 黑松,2015/06/25,32.3
1235 興泰,2015/06/25,40.22
1236 宏亞,2015/06/25,12.26
1256 鮮活果汁-KY,2015/06/25,20.7
1702 南僑,2015/06/25,16.14
1737 臺鹽,2015/06/25,25.27
910322 康師傅-DR,2015/06/25,0
911616 杜康-DR,2015/06/25,0
1201 味全,2015/06/24,0
1203 味王,2015/06/24,17.86
1210 大成,2015/06/24,15.46
1213 大飲,2015/06/24,57.3
1215 卜蜂,2015/06/24,8.05
1216 統一,2015/06/24,25.53
1217 愛之味,2015/06/24,0
1218 泰山,2015/06/24,117.5
1219 福壽,2015/06/24,39.86
1220 台榮,2015/06/24,60.59
1225 福懋油,2015/06/24,107.89
1227 佳格,2015/06/24,25.12
1229 聯華,2015/06/24,13.88
1231 聯華食,2015/06/24,16.23
1232 大統益,2015/06/24,12.67
1233 天仁,2015/06/24,19.21
1234 黑松,2015/06/24,32.21
1235 興泰,2015/06/24,41.11
1236 宏亞,2015/06/24,12.19
1256 鮮活果汁-KY,2015/06/24,20.7
1702 南僑,2015/06/24,16.24
1737 臺鹽,2015/06/24,25.22
910322 康師傅-DR,2015/06/24,0
911616 杜康-DR,2015/06/24,0
1201 味全,2015/06/23,0
1203 味王,2015/06/23,17.82
1210 大成,2015/06/23,15.6
1213 大飲,2015/06/23,57.03
1215 卜蜂,2015/06/23,8.15
1216 統一,2015/06/23,25.29
1217 愛之味,2015/06/23,0
1218 泰山,2015/06/23,118
1219 福壽,2015/06/23,40.14
1220 台榮,2015/06/23,60.59
1225 福懋油,2015/06/23,107.63
1227 佳格,2015/06/23,24.85
1229 聯華,2015/06/23,13.85
1231 聯華食,2015/06/23,16.23
1232 大統益,2015/06/23,12.65
1233 天仁,2015/06/23,19.21
1234 黑松,2015/06/23,32.08
1235 興泰,2015/06/23,40.44
1236 宏亞,2015/06/23,12.19
1256 鮮活果汁-KY,2015/06/23,20.64
1702 南僑,2015/06/23,16.34
1737 臺鹽,2015/06/23,25.05
910322 康師傅-DR,2015/06/23,0
911616 杜康-DR,2015/06/23,0
1201 味全,2015/06/22,0
1203 味王,2015/06/22,17.78
1210 大成,2015/06/22,15.32
1213 大飲,2015/06/22,57.43
1215 卜蜂,2015/06/22,8.21
1216 統一,2015/06/22,25.44
1217 愛之味,2015/06/22,0
1218 泰山,2015/06/22,118.5
1219 福壽,2015/06/22,40.28
1220 台榮,2015/06/22,60.29
1225 福懋油,2015/06/22,108.42
1227 佳格,2015/06/22,25.12
1229 聯華,2015/06/22,13.75
1231 聯華食,2015/06/22,15.95
1232 大統益,2015/06/22,12.48
1233 天仁,2015/06/22,19.04
1234 黑松,2015/06/22,32.12
1235 興泰,2015/06/22,40
1236 宏亞,2015/06/22,12.16
1256 鮮活果汁-KY,2015/06/22,20.7
1702 南僑,2015/06/22,16.02
1737 臺鹽,2015/06/22,25.05
910322 康師傅-DR,2015/06/22,0
911616 杜康-DR,2015/06/22,0
1201 味全,2015/06/18,0
1203 味王,2015/06/18,17.38
1210 大成,2015/06/18,15.14
1213 大飲,2015/06/18,57.57
1215 卜蜂,2015/06/18,8
1216 統一,2015/06/18,25.29
1217 愛之味,2015/06/18,0
1218 泰山,2015/06/18,118
1219 福壽,2015/06/18,40.28
1220 台榮,2015/06/18,60
1225 福懋油,2015/06/18,108.95
1227 佳格,2015/06/18,24.39
1229 聯華,2015/06/18,13.75
1231 聯華食,2015/06/18,15.8
1232 大統益,2015/06/18,12.43
1233 天仁,2015/06/18,18.99
1234 黑松,2015/06/18,32.35
1235 興泰,2015/06/18,39.22
1236 宏亞,2015/06/18,12.06
1256 鮮活果汁-KY,2015/06/18,20.7
1702 南僑,2015/06/18,15.64
1737 臺鹽,2015/06/18,25
910322 康師傅-DR,2015/06/18,0
911616 杜康-DR,2015/06/18,0
1201 味全,2015/06/17,0
1203 味王,2015/06/17,17.46
1210 大成,2015/06/17,14.93
1213 大飲,2015/06/17,57.3
1215 卜蜂,2015/06/17,7.79
1216 統一,2015/06/17,25.49
1217 愛之味,2015/06/17,0
1218 泰山,2015/06/17,117
1219 福壽,2015/06/17,40
1220 台榮,2015/06/17,59.71
1225 福懋油,2015/06/17,105.53
1227 佳格,2015/06/17,24.74
1229 聯華,2015/06/17,13.56
1231 聯華食,2015/06/17,15.53
1232 大統益,2015/06/17,12.57
1233 天仁,2015/06/17,18.9
1234 黑松,2015/06/17,32.35
1235 興泰,2015/06/17,39.11
1236 宏亞,2015/06/17,11.99
1256 鮮活果汁-KY,2015/06/17,21.12
1702 南僑,2015/06/17,15.33
1737 臺鹽,2015/06/17,25.32
910322 康師傅-DR,2015/06/17,0
911616 杜康-DR,2015/06/17,0
1201 味全,2015/06/16,0
1203 味王,2015/06/16,17.46
1210 大成,2015/06/16,15.18
1213 大飲,2015/06/16,57.57
1215 卜蜂,2015/06/16,7.82
1216 統一,2015/06/16,25.87
1217 愛之味,2015/06/16,0
1218 泰山,2015/06/16,118
1219 福壽,2015/06/16,41.25
1220 台榮,2015/06/16,59.71
1225 福懋油,2015/06/16,108.95
1227 佳格,2015/06/16,25.03
1229 聯華,2015/06/16,13.49
1231 聯華食,2015/06/16,15.75
1232 大統益,2015/06/16,12.65
1233 天仁,2015/06/16,19.17
1234 黑松,2015/06/16,32.12
1235 興泰,2015/06/16,39.33
1236 宏亞,2015/06/16,12.11
1256 鮮活果汁-KY,2015/06/16,20.91
1702 南僑,2015/06/16,15.57
